"weight","quantile5","quantile25","quantile50","quantile75","quantile95"
56,0.0100000000000051,-0.00999999999999091,-0.019999999999996,-0.0300000000000011,-0.0400000000000063
57,0.0100000000000051,0,-0.019999999999996,-0.0300000000000011,-0.0400000000000063
58,0.0100000000000051,0,-0.019999999999996,-0.0300000000000011,-0.0400000000000063
59,0.0100000000000051,0,-0.019999999999996,-0.0300000000000011,-0.0300000000000011
60,0.0100000000000051,0,-0.0100000000000051,-0.019999999999996,-0.0300000000000011
61,0.0100000000000051,0,-0.0100000000000051,-0.019999999999996,-0.0300000000000011
62,0.0100000000000051,0,-0.0100000000000051,-0.019999999999996,-0.0300000000000011
63,0.0100000000000051,0,-0.0100000000000051,-0.019999999999996,-0.0300000000000011
64,0.0100000000000051,0,-0.0100000000000051,-0.0100000000000051,-0.0200000000000102
65,0.0100000000000051,0,-0.0100000000000051,-0.0100000000000051,-0.0200000000000102
66,0.0100000000000051,0,0,-0.0100000000000051,-0.0200000000000102
67,0.0100000000000051,0,0,0,-0.0100000000000051
68,0.0100000000000051,0,0,0,-0.0100000000000051
69,0.0100000000000051,0,0,0,-0.0100000000000051
70,0,0,0,0,0
71,0,0,0,0.00999999999999091,0
72,0,0,0.0100000000000051,0.00999999999999091,0
73,0,0,0.0100000000000051,0.00999999999999091,0.00999999999999091
74,0,0,0.0100000000000051,0.019999999999996,0.00999999999999091
75,0,0,0.0100000000000051,0.019999999999996,0.019999999999996
76,0,0,0.0100000000000051,0.019999999999996,0.019999999999996
77,-0.00999999999999091,0,0.019999999999996,0.019999999999996,0.019999999999996
78,-0.00999999999999091,0,0.019999999999996,0.0300000000000011,0.0299999999999869
79,-0.00999999999999091,0,0.019999999999996,0.0300000000000011,0.0299999999999869
80,-0.00999999999999091,0,0.019999999999996,0.0300000000000011,0.0299999999999869
81,-0.00999999999999091,0,0.019999999999996,0.0300000000000011,0.0299999999999869
82,-0.00999999999999091,0,0.019999999999996,0.039999999999992,0.039999999999992
83,0,0,0.0300000000000011,0.039999999999992,0.039999999999992
84,0,0,0.0300000000000011,0.039999999999992,0.039999999999992
85,0,0.0100000000000051,0.0300000000000011,0.039999999999992,0.0499999999999972
86,0,0.0100000000000051,0.0300000000000011,0.0499999999999972,0.0499999999999972
87,0,0.0100000000000051,0.0300000000000011,0.0499999999999972,0.0499999999999972
88,0,0.0100000000000051,0.0300000000000011,0.0499999999999972,0.0499999999999972
89,0,0.0100000000000051,0.0300000000000011,0.0499999999999972,0.0599999999999881
90,0,0.0100000000000051,0.0400000000000063,0.0499999999999972,0.0599999999999881
91,0,0.0100000000000051,0.0400000000000063,0.0600000000000023,0.0599999999999881
92,0,0.0100000000000051,0.0400000000000063,0.0600000000000023,0.0599999999999881
93,0,0.0100000000000051,0.0400000000000063,0.0600000000000023,0.0699999999999932
94,0,0.0100000000000051,0.0400000000000063,0.0600000000000023,0.0699999999999932
95,0,0.0100000000000051,0.0400000000000063,0.0600000000000023,0.0699999999999932
96,0.0100000000000051,0.0200000000000102,0.0400000000000063,0.0699999999999932,0.0699999999999932
97,0.0100000000000051,0.0200000000000102,0.0499999999999972,0.0699999999999932,0.0799999999999983
98,0.0100000000000051,0.0200000000000102,0.0499999999999972,0.0699999999999932,0.0799999999999983
99,0.0100000000000051,0.0200000000000102,0.0499999999999972,0.0699999999999932,0.0799999999999983
100,0.0100000000000051,0.0200000000000102,0.0499999999999972,0.0699999999999932,0.0799999999999983
101,0.0100000000000051,0.0200000000000102,0.0499999999999972,0.0799999999999983,0.0899999999999892
102,0.0100000000000051,0.0200000000000102,0.0499999999999972,0.0799999999999983,0.0899999999999892
103,0.0100000000000051,0.0200000000000102,0.0499999999999972,0.0799999999999983,0.0899999999999892
104,0.0100000000000051,0.0200000000000102,0.0499999999999972,0.0799999999999983,0.0899999999999892
105,0.0100000000000051,0.0200000000000102,0.0600000000000023,0.0799999999999983,0.0999999999999943
106,0.0100000000000051,0.0200000000000102,0.0600000000000023,0.0900000000000034,0.0999999999999943
107,0.0100000000000051,0.0200000000000102,0.0600000000000023,0.0900000000000034,0.0999999999999943
108,0.0100000000000051,0.0200000000000102,0.0600000000000023,0.0900000000000034,0.0999999999999943
109,0.0100000000000051,0.0200000000000102,0.0600000000000023,0.0900000000000034,0.109999999999999
110,0.0100000000000051,0.0300000000000011,0.0600000000000023,0.0900000000000034,0.109999999999999
111,0.0100000000000051,0.0300000000000011,0.0600000000000023,0.0999999999999943,0.109999999999999
112,0.0100000000000051,0.0300000000000011,0.0600000000000023,0.0999999999999943,0.109999999999999
113,0.0100000000000051,0.0300000000000011,0.0699999999999932,0.0999999999999943,0.11999999999999
114,0.0100000000000051,0.0300000000000011,0.0699999999999932,0.0999999999999943,0.11999999999999
115,0.0100000000000051,0.0300000000000011,0.0699999999999932,0.0999999999999943,0.11999999999999
116,0.0100000000000051,0.0300000000000011,0.0699999999999932,0.0999999999999943,0.11999999999999
117,0.0100000000000051,0.0300000000000011,0.0699999999999932,0.109999999999999,0.129999999999995
118,0.0100000000000051,0.0300000000000011,0.0699999999999932,0.109999999999999,0.129999999999995
119,0.0100000000000051,0.0300000000000011,0.0699999999999932,0.109999999999999,0.129999999999995
120,0.0100000000000051,0.0300000000000011,0.0699999999999932,0.109999999999999,0.129999999999995
121,0.0100000000000051,0.0300000000000011,0.0799999999999983,0.109999999999999,0.129999999999995
122,0.0100000000000051,0.0300000000000011,0.0799999999999983,0.109999999999999,0.140000000000001
123,0.0100000000000051,0.0300000000000011,0.0799999999999983,0.120000000000005,0.140000000000001
124,0.0100000000000051,0.0300000000000011,0.0799999999999983,0.120000000000005,0.140000000000001
125,0.0100000000000051,0.0300000000000011,0.0799999999999983,0.120000000000005,0.140000000000001
126,0.0100000000000051,0.0300000000000011,0.0799999999999983,0.120000000000005,0.149999999999991
127,0.0100000000000051,0.0400000000000063,0.0799999999999983,0.120000000000005,0.149999999999991
128,0.0100000000000051,0.0400000000000063,0.0799999999999983,0.120000000000005,0.149999999999991
129,0.0100000000000051,0.0400000000000063,0.0799999999999983,0.120000000000005,0.149999999999991
130,0,0.0400000000000063,0.0900000000000034,0.129999999999995,0.149999999999991
131,0,0.0400000000000063,0.0900000000000034,0.129999999999995,0.159999999999997
132,0,0.0400000000000063,0.0900000000000034,0.129999999999995,0.159999999999997
133,0,0.0400000000000063,0.0900000000000034,0.129999999999995,0.159999999999997
134,0,0.0400000000000063,0.0900000000000034,0.129999999999995,0.159999999999997
135,0,0.0400000000000063,0.0900000000000034,0.129999999999995,0.169999999999987
136,0,0.0400000000000063,0.0900000000000034,0.140000000000001,0.169999999999987
137,0,0.0400000000000063,0.0900000000000034,0.140000000000001,0.169999999999987
138,0,0.0400000000000063,0.0900000000000034,0.140000000000001,0.169999999999987
139,0,0.0400000000000063,0.0900000000000034,0.140000000000001,0.169999999999987
140,0,0.0400000000000063,0.0999999999999943,0.140000000000001,0.179999999999993
141,0,0.0400000000000063,0.0999999999999943,0.140000000000001,0.179999999999993
142,0,0.0400000000000063,0.0999999999999943,0.140000000000001,0.179999999999993
143,0,0.0400000000000063,0.0999999999999943,0.149999999999991,0.179999999999993
144,0,0.0400000000000063,0.0999999999999943,0.149999999999991,0.179999999999993
145,-0.00999999999999091,0.0400000000000063,0.0999999999999943,0.149999999999991,0.189999999999998
146,-0.00999999999999091,0.0400000000000063,0.0999999999999943,0.149999999999991,0.189999999999998
147,-0.00999999999999091,0.0400000000000063,0.0999999999999943,0.149999999999991,0.189999999999998
148,-0.00999999999999091,0.0400000000000063,0.0999999999999943,0.149999999999991,0.189999999999998
149,-0.00999999999999091,0.0400000000000063,0.0999999999999943,0.149999999999991,0.199999999999989
150,-0.00999999999999091,0.0400000000000063,0.0999999999999943,0.149999999999991,0.199999999999989
151,-0.00999999999999091,0.0500000000000114,0.109999999999999,0.159999999999997,0.199999999999989
152,-0.00999999999999091,0.0500000000000114,0.109999999999999,0.159999999999997,0.199999999999989
153,-0.00999999999999091,0.0500000000000114,0.109999999999999,0.159999999999997,0.199999999999989
154,-0.00999999999999091,0.0500000000000114,0.109999999999999,0.159999999999997,0.209999999999994
155,-0.00999999999999091,0.0500000000000114,0.109999999999999,0.159999999999997,0.209999999999994
156,-0.019999999999996,0.0500000000000114,0.109999999999999,0.159999999999997,0.209999999999994
157,-0.019999999999996,0.0500000000000114,0.109999999999999,0.159999999999997,0.209999999999994
158,-0.019999999999996,0.0500000000000114,0.109999999999999,0.170000000000002,0.209999999999994
159,-0.019999999999996,0.0500000000000114,0.109999999999999,0.170000000000002,0.219999999999999
160,-0.019999999999996,0.0500000000000114,0.109999999999999,0.170000000000002,0.219999999999999
161,-0.019999999999996,0.0500000000000114,0.109999999999999,0.170000000000002,0.219999999999999
162,-0.019999999999996,0.0500000000000114,0.120000000000005,0.170000000000002,0.219999999999999
163,-0.019999999999996,0.0500000000000114,0.120000000000005,0.170000000000002,0.219999999999999
164,-0.019999999999996,0.0500000000000114,0.120000000000005,0.170000000000002,0.22999999999999
165,-0.019999999999996,0.0500000000000114,0.120000000000005,0.170000000000002,0.22999999999999
166,-0.0299999999999869,0.0500000000000114,0.120000000000005,0.179999999999993,0.22999999999999
167,-0.0299999999999869,0.0500000000000114,0.120000000000005,0.179999999999993,0.22999999999999
168,-0.0299999999999869,0.0500000000000114,0.120000000000005,0.179999999999993,0.22999999999999
169,-0.0299999999999869,0.0500000000000114,0.120000000000005,0.179999999999993,0.239999999999995
170,-0.0299999999999869,0.0500000000000114,0.120000000000005,0.179999999999993,0.239999999999995
171,-0.0299999999999869,0.0500000000000114,0.120000000000005,0.179999999999993,0.239999999999995
172,-0.0299999999999869,0.0500000000000114,0.120000000000005,0.179999999999993,0.239999999999995
173,-0.0299999999999869,0.0500000000000114,0.129999999999995,0.179999999999993,0.239999999999995
174,-0.0299999999999869,0.0500000000000114,0.129999999999995,0.189999999999998,0.25
175,-0.039999999999992,0.0500000000000114,0.129999999999995,0.189999999999998,0.25
176,-0.039999999999992,0.0500000000000114,0.129999999999995,0.189999999999998,0.25
177,-0.039999999999992,0.0500000000000114,0.129999999999995,0.189999999999998,0.25
178,-0.039999999999992,0.0500000000000114,0.129999999999995,0.189999999999998,0.25
179,-0.039999999999992,0.0500000000000114,0.129999999999995,0.189999999999998,0.259999999999991
180,-0.039999999999992,0.0500000000000114,0.129999999999995,0.189999999999998,0.259999999999991
181,-0.039999999999992,0.0500000000000114,0.129999999999995,0.189999999999998,0.259999999999991
